ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_fundamentals_neutralized,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,data_quality,data_fetched_date,data_stale_days
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,United States,USD,20902348077.826103,46.7704385,6.639953999999999,0.7172,3.5278908999999996,5.987892,7.831,40.6905,-0.020529990999999997,-0.001974998999999998,-0.15391250249999994,-0.28457249,0.03162999999999999,0.265,35.156,35.698,172.8655,11.8145,9.572,-519172576.0,1768999040.0,9090749440.0,31102896128.0,,0.0,,,,,3.723,100.0,42.095001220703125,71.01000213623047,83.15185,1.67742,27.0,3.43,0.0647,0.04335,0.86856,False,False,,0.5,5334898.0,5304730.0,0.849849007706964,5.14,48.46,0.08,,-0.28989997863769534,0.6026731672242863,61.20482570046438,0.18107882041761858,0.05495468483011989,True,0.7756219644146769,,0.31,US,True,True,25.195963504307834,27.495431517001833,71.07295017824536,74.41216718575005,32.12850935439654,76.92307692307693,12.172774869109947,30.179445350734095,50.0,28.57142857142857,50.0,41.08119648997973,standard,658,376688889,False,3,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.6,-0.0015321496175602078,62.8,0.875,2026-06-04,0
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,United States,USD,10985017947.299187,,-101.823552,,6.1860069750000015,890.3902,845.592,-94.75599999999999,-0.7009600024999999,-0.18119000999999998,-0.108949996,-19.292225005,0.21067004,-0.9430000000000001,,,-45.907000000000004,19.697,21.126,-883765200.0,588395008.0,46820000.0,10522544128.0,,0.0,,,,,1.945,46.75,12.75,29.90999984741211,35.172,1.33333,15.0,1.46,0.1548,0.02269,0.48356998,False,False,,0.5,32170315.0,58113700.0,1.1082410042079174,45.97,63.98,31.94,,-0.36021390700722755,1.0821503963841965,66.42050650474803,0.49178545120657624,0.2829036213205307,True,0.85010034927218,,0.42,US,True,True,,18.834806055024238,79.27078804741616,8.609962309531141,35.01791459268227,85.5600539811066,12.172774869109947,11.256117455138662,50.0,9.118541033434651,50.0,41.00962117426566,standard,659,1738180758,False,2,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.5,-0.01633215695619583,36.4,0.75,2026-06-04,0
NAB.AX,National Australia Bank Limited,Financial Services,Banks - Diversified,Australia,AUD,114004120538.34915,2.610215499999999,-1.3039689999999995,2.34,-0.56906145,5.542252,10.662,,-0.043564994999999995,-0.010495000999999997,-0.06760248749999995,-0.0008524849999999584,-0.377795,,,,,,,,186704003072.0,292010000384.0,219324628992.0,4.56,0.85,1.7,4.58,0.85,1778112000.0,0.731,48.39997655664054,35.41657995294654,37.2400016784668,38.41282,3.28571,14.0,,,0.00026,0.4491,False,False,,0.5,5983344.0,7262366.0,0.766814382253092,-2.32,-18.49,-4.52,0.78,-0.23057810503510623,0.2137553544763823,58.61347147435461,-0.05856047090909888,-0.1038530140500219,True,0.4314162223088697,,0.5,Australia,True,True,,24.67614033269357,36.074037040257366,29.515706806282722,74.83670230079693,41.97031039136302,67.60471204188482,,50.0,,50.0,40.878536831233696,standard,660,175792839,False,0,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.5,-0.023822128772735596,24.7,0.75,2026-06-04,0
005380.KS,Hyundai Motor Company,Consumer Cyclical,Auto Manufacturers,South Korea,KRW,147561312114000.0,,0.4952812499999997,4.13,,1.0164626,1.611,5.7265,-0.04834999500000001,-0.02723,-0.056979995500000005,-0.0668174925,-0.180835,-0.034,-0.378,-0.26,103.93449999999999,-0.06950000000000012,1.027,-3835371124736.0,86041566380032.0,184470237872128.0,302495184191488.0,1.37,0.3039,10000.0,4.01,2500.0,1779926400.0,1.538,783000.0,177849.83761888588,729000.0,717142.44,1.6129,31.0,,,0.3367,0.28666002,False,False,,0.5,1659623.0,2113369.0,0.9047435839202852,31.6,8.56,188.15,,-0.06896551724137934,0.6190814701189339,60.478865425292135,0.29499169931859526,0.8968590139831762,True,0.8075945335213889,,0.163,Asia,True,True,41.650667694098544,21.46734843119303,83.01220183752137,13.354430974954987,23.975333107457402,0.6747638326585695,67.60471204188482,33.442088091353995,50.0,,50.0,40.856982500639674,standard,661,1124671581,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.1,0.0202749315649271,82.1,0.625,2026-06-04,0
IVZ,Invesco Ltd.,Financial Services,Asset Management,United States,USD,12226120993.999151,,-2.876572000000002,0.3832,-1.5020736000000001,1.8545783,2.564,4.1755,-0.150749995,0.0074750000000000025,-0.28712250249999993,-0.17870249000000002,-0.16291,0.07999999999999999,0.21299999999999997,0.166,-52.584500000000006,-0.9055,0.822,41604576.0,806899968.0,1966700032.0,16903720960.0,3.12,0.5646,0.86,4.18,0.215,1778803200.0,1.573,29.145202485862566,13.671188915465379,27.579999923706055,29.22727,2.41667,11.0,3.1,0.0585,0.0064999997,0.97288,False,False,,0.5,5561817.0,5340790.0,1.6882051219633416,7.36,9.73,14.6,,-0.05370360912454608,0.3468528790932163,44.48702774598837,0.0782974434214283,0.12356665618572116,False,0.582196544577334,,0.615,US,True,True,53.579520768606486,20.33925755673365,75.56850128974293,58.392406101424584,21.361423707241784,83.94062078272604,67.60471204188482,47.14518760195758,50.0,31.155015197568385,50.0,40.78280567359442,holding,662,147298988,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,EJ AKTUELL,-0.4,-0.01741079054772854,34.5,0.75,2026-06-04,0
7012.T,"Kawasaki Heavy Industries, Ltd.",Industrials,Specialty Industrial Machinery,Japan,JPY,2370883022190.0,-3.3104949999999995,-19.268513,0.72,0.0,1.0257937,1.367,0.8065000000000015,,,-0.007789999999999998,0.012739998999999988,-0.09953000000000001,,,,52.950500000000005,-0.5934999999999999,0.621,,132365000704.0,861188980736.0,3158795091968.0,1.42,0.2643,40.0,2.46,20.0,1790640000.0,0.923,3742.2069628878003,1704.8237555267613,2836.5,3768.4614,1.61538,13.0,,,0.074039996,0.50576,False,False,,0.5,16096401.0,14568160.0,0.7192533226427866,-11.83,-21.81,42.78,,-0.2420248190091766,0.5261536705134058,39.53039562560309,-0.09303109904681994,0.10818322170170269,False,0.1944629192012889,,0.394,Japan,True,True,,41.61043634727846,54.46714778425064,15.052356020942408,32.281771943793196,14.84480431848853,67.60471204188482,,50.0,,50.0,40.68402650223236,standard,663,268596808,False,2,SVAG,-8,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.2,0.010632067918777466,76.3,0.625,2026-06-04,0
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,United States,USD,64559279684.20029,47.512714,3.7955137499999996,3.3677,3.18756165,4.645476,4.494,33.974500000000006,-0.04713998999999999,-0.03127,-0.016630000500000006,-0.059072499500000014,0.06557000000000002,0.263,-0.176,-0.047,-47.29,0.08949999999999991,1.123,1475367008.0,5533000192.0,3287000064.0,66152054784.0,,0.0,,,,,1.871,285.5,143.3000030517578,156.9499969482422,245.9857,1.61364,42.0,3.01,0.036199998,0.0064999997,0.97203004,False,False,,0.5,4495552.0,4922430.0,0.6811937173711734,-10.74,-10.55,-20.88,,-0.4502627077119363,0.4422576775430869,51.39948695710625,-0.03686545729918822,-0.24414302498462725,True,0.3801553033770396,,0.6,US,True,True,57.010091239230405,31.667604335338684,32.25400689795091,45.31527271444169,30.053237853857397,54.92577597840756,12.172774869109947,74.55138662316476,50.0,49.544072948328264,50.0,40.616800664371624,standard,664,772575373,False,3,SVAG,-8,NEDTREND,True,0,0.0,LÅG,EJ AKTUELL,-0.0,0.03670091927051544,86.5,0.875,2026-06-04,0
KOTAKBANK.NS,Kotak Mahindra Bank Limited,Financial Services,Banks - Regional,India,INR,3789603145950.0,-0.3199834999999993,-1.399628500000003,0.94,-1.6083979,5.1180882,5.004,,-0.045664995,-0.009384999000000005,0.0007125075000000147,-0.028017504999999998,-0.40383999,-0.17099999999999999,-0.03900000000000001,0.099,,,,,1020911091712.0,953935331328.0,3704849956864.0,0.13,0.025799999,0.5,0.06,0.5,1752796800.0,0.308,453.20001220703125,345.5,381.0,461.37222,1.72222,36.0,,,0.28415,0.50044,False,False,,0.5,20653792.0,15562466.0,0.938492481301701,2.6,-8.24,-10.33,,-0.15931158486829156,0.21245291187535756,47.93231982873448,0.011573358932768674,-0.061852485997643036,False,0.3767305415820651,,0.287,India,True,True,,27.849329312328827,45.3811262788743,24.79291029111232,87.75888994137375,12.82051282051282,34.29319371727749,,50.0,,50.0,40.6002980396266,standard,665,71151595,False,1,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-3.1,-0.021793918684124947,27.0,0.75,2026-06-04,0
COF,Capital One Financial Corporation,Financial Services,Credit Services,United States,USD,114402302947.81577,38.78205249999999,-4.592252300000003,0.1972,-1.6971706000000002,3.150624,2.652,,-0.10280999499999999,-0.014484999999999998,-0.16144250249999995,-0.08384249000000002,-0.45206,0.402,-0.169,0.548,,,,,79386001408.0,55874998272.0,96298303488.0,1.74,0.86120003,3.2,1.65,0.8,1779148800.0,1.05,257.5448295944663,174.23209732202199,183.83999633789062,255.19048,1.56522,21.0,2.02,0.016,0.01883,0.86593,False,False,,0.5,4721890.0,4963240.0,0.8126214418650107,-3.79,-4.7,-15.4,,-0.2861825390656545,0.3068930774184235,51.549274091768766,-0.026499397735818664,-0.12435582215608088,True,0.28597562791844944,,0.675,US,True,True,,13.473064452144197,42.73164652349072,61.1671261514125,47.53069375006857,41.83535762483131,67.60471204188482,,50.0,81.30699088145896,50.0,40.452481275484175,standard,666,912442023,False,0,SVAG,-8,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.1,-0.01955806463956833,31.1,0.75,2026-06-04,0
MNDY,monday.com Ltd.,Technology,Software - Application,Israel,USD,4278068076.1573935,3.2923199999999966,-6.811631499999999,0.2834,-3.140008000000001,3.3133695,2.291,139.133,-0.08038001,-0.06732,-0.0328000049999998,-0.1075599999999999,0.39201501,0.245,0.096,0.022,-44.136,0.1229999999999999,1.593,-813962496.0,1212275968.0,177572992.0,2980564736.0,,0.0,,,,,1.158,316.9800109863281,57.5,83.62000274658203,113.56,1.65385,25.0,4.0,0.17639999,0.15353,0.86588997,False,False,,,1776885.0,2152120.0,1.66,31.25,29.79,,,-41.25,0.6838,69.3,34.21,,True,1.0448170569399706,,1.0,US,True,,2.7316025478124715,32.609904072312624,42.58760107816712,68.49680271803048,30.933289933571547,93.79217273954116,12.172774869109947,2.6101141924959217,50.0,7.29483282674772,50.0,40.442433099109344,standard,667,179960280,False,4,NEUTRAL,0,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0,-0.0011050464818254113,63.9,0.875,2026-06-04,0
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,United States,USD,52454103009.0428,1.5443509999999954,7.617101749999998,1.5027,1.0714904499999998,1.3919823,1.459,2.5395000000000003,0.013800010000000001,-0.012409999999999997,-0.031170000500000003,-0.04218249750000001,-0.04286002,-0.067,-0.46299999999999997,-0.345,-0.15100000000000335,0.8024999999999998,1.239,493616992.0,8056999936.0,11178000384.0,67880189952.0,3.75,1.0658001,1.64,1.59,0.41,1780272000.0,1.124,78.02880329293399,40.983277711487766,43.72999954223633,60.77576,2.28947,33.0,2.64,0.056999996,0.014630001,0.82178,False,False,,0.5,22731680.0,24327400.0,1.265324017466468,-0.63,-25.71,-30.84,,-0.4395659333891596,0.38270044675805326,59.1016191265379,-0.028324600114056908,-0.2677526887120777,True,0.5211977248944145,,1.0,US,True,True,61.804126669235245,36.09719357039319,23.65794278758369,31.996593785817353,48.615035579271,58.70445344129555,29.581151832460733,53.833605220228385,50.0,32.82674772036474,50.0,40.37125949716819,standard,668,1063837191,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.2,0.02633672207593918,84.4,0.875,2026-06-04,0
BURE.ST,Bure Equity AB (publ),Financial Services,Asset Management,Sweden,SEK,20581774102.747864,,,1.16,-0.87655265,-5.533276,-5.446,-15.005500000000001,-0.32705999500000005,-0.138215,-0.21088250649999996,0.674212405,-0.42635,,,,-50.5115,29.415000000000003,31.294,-3277092736.0,521000000.0,3000000.0,20339877888.0,0.98,1.7361,2.75,0.83,2.75,1778630400.0,1.28,312.58589104575225,188.26420330932774,277.3999938964844,,,,,,0.28947002,0.44257,False,False,,0.5,163230.0,183462.0,0.11273338536351084,0.09,33.2,11.48,,-0.11256393252924468,0.29324640572870386,50.78946132079223,0.0824793268451387,0.11561576130657403,False,0.32318079971085256,,0.5,Nordic,True,True,,23.47765369477521,80.28693157116773,29.515706806282722,60.52405212360154,77.32793522267207,29.581151832460733,6.199021207177815,50.0,,50.0,40.29785786227066,holding,669,4834774,False,4,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.2,-0.008723796345293522,50.3,0.625,2026-06-04,0
9988.HK,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,Hong Kong,HKD,2429842880596.4966,0.857961999999997,-1.22954075,0.4428,0.17129510000000003,2.3736584,2.417,6.513500000000002,-0.031590001000000006,-0.02381,-0.0016999955000000094,-0.111407493,0.040195000000000036,-0.03900000000000001,0.9259999999999999,1.034,-10.5625,-0.09750000000000014,0.863,-53306107904.0,316819996672.0,281721995264.0,2474174316544.0,0.79,0.1712,1.03,,0.13125,1781049600.0,0.494,186.1999969482422,101.80000305175781,126.5999984741211,183.95547,1.3,26.0,,,0.04853,0.31468,False,False,,0.5,89576317.0,90064195.0,0.9640088827426246,-3.87,-11.41,-18.06,,-0.32008592615975195,0.46411245643839255,42.7570006411903,-0.015475548446584941,-0.1282402754760551,False,0.32988990971296445,,0.0,Asia,True,True,36.10306835974325,31.878887089720713,35.58690548647944,49.67126290683443,47.748515447755096,14.709851551956815,67.60471204188482,26.916802610114193,50.0,,50.0,40.279808668780554,standard,670,1459472250,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,-1.3,-0.010019068606197834,47.6,0.875,2026-06-04,0
GMAB.CO,Genmab A/S,Healthcare,Biotechnology,Denmark,DKK,104614360416.0,-8.039836999999999,-4.1458425000000005,1.7603,-2.4942004,26.81732,27.794,63.84550000000001,-0.0293199999999999,0.0156199999999999,0.115889994,0.11806,0.4795000000000001,0.253,-0.728,-0.728,37.72,0.6170000000000001,2.166,-42375040.0,1524999936.0,5351000064.0,108423774208.0,,0.0,,,,,0.695,2257.0,1275.0,1671.0,2313.127,1.64706,15.0,,,0.0,0.46047002,False,False,,,151891.0,204648.0,0.92,-0.97,-11.48,,,-27.19,0.3611,36.4,-4.72,,True,0.4981709126657098,,0.717,Nordic,True,,32.82382548960135,67.94520941923638,8.62533692722372,38.238274422021426,59.104309863791556,44.39946018893387,12.172774869109947,43.2300163132137,50.0,,50.0,40.204162047487785,standard,671,48901254,False,4,NEUTRAL,0,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0,-0.042543284595012665,8.8,0.875,2026-06-04,0
COLO-B.CO,Coloplast A/S,Healthcare,Medical Instruments & Supplies,Denmark,DKK,78135806201.46704,18.326552,0.06269174999999994,0.9748,3.8446320000000003,3.0279267,3.861,-1.737,0.016465005000000033,0.038294999999999996,-0.008520006999999996,0.09305747250000002,0.24824000000000002,-0.056,,,146.54850000000002,-0.43225,1.01,3345282432.0,1067000000.0,24227999744.0,108274049024.0,6.08,2.4625,23.0,2.74,5.0,1779062400.0,0.504,618.8637324020452,376.0,376.79998779296875,461.90475,3.09524,21.0,,,0.29795,0.30389,False,False,,0.5,391109.0,502007.0,0.09116583997059809,-3.13,-20.83,-32.15,,-0.39114223686939154,0.256958240109934,37.257875938746466,-0.08650343307336994,-0.2625905793967299,False,-0.054281732248693565,,0.333,Nordic,True,True,,63.84352813142393,24.512940903689536,15.997642512502384,47.825606007030075,51.28205128205128,29.581151832460733,83.3605220228385,50.0,,50.0,39.85796578062877,standard,672,27049341,False,4,NEUTRAL,0,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.0,-0.02431945689022541,24.3,0.875,2026-06-04,0
COIN,"Coinbase Global, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,USD,38700053203.07732,46.418848499999996,22.729870999999996,1.0132,0.643033,7.2923636,6.899,34.7025,-0.06853999499999999,-9.499999999999786e-05,-0.12284250249999995,-0.44067249000000003,0.40269,-0.369,,,-8.332500000000003,0.4135000000000001,1.176,1587304800.0,10438001664.0,7964423168.0,43365957632.0,,0.0,,,,,3.381,444.6499938964844,139.36000061035156,173.99000549316406,230.60233,2.0,30.0,2.4,0.1166,0.0133299995,0.68473,False,False,,0.5,10679095.0,8120080.0,0.944270898284315,-9.02,-4.59,-36.23,,-0.608703456917916,0.7003499422619757,32.67785299214046,-0.07685954376988091,-0.29545738101804087,False,0.09212621693600566,,0.376,US,True,True,66.5656996237304,33.15902697024826,30.031881285685305,7.726454456128001,24.62031913454048,65.45209176788124,12.172774869109947,88.41761827079935,50.0,16.869300911854104,50.0,39.85044088365026,standard,673,1412812764,False,3,SVAG,-8,NEDTREND,True,1,0.14285714285714285,LÅG,EJ AKTUELL,0.2,-0.02612145058810711,21.7,0.875,2026-06-04,0
CEMEXCPO.MX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,MXN,337740365824.0,21.540226999999994,13.202196750000002,0.39,0.2703837499999997,20.423468,20.285,102.803,-0.088889991,-0.014710002500000006,-0.04144500000000001,-0.026372499500000014,0.02755000000000002,0.024000000000000007,-1.092,-0.69,-28.364999999999995,-1.0779999999999998,0.529,-609937664.0,686971008.0,6236120064.0,335452438528.0,0.69,0.258,0.16,3.42,0.039381,1773187200.0,0.841,23.530000686645508,12.54879574415874,22.670000076293945,25.637878,1.85714,7.0,,,0.00274,0.26253,False,False,,0.5,36534592.0,36523192.0,0.8904415205676377,8.99,3.5,18.62,,-0.03654911114557069,0.3245784901671211,49.30876284876636,0.0678184883517754,0.15223965086835411,False,0.6067291659252666,,0.331,LatAm,True,True,30.816193528818644,30.967973190070655,73.22957423992116,16.047372992189622,36.58515801292484,27.26045883940621,67.60471204188482,41.76182707993475,50.0,,50.0,39.741978490649835,standard,674,43055000,False,2,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.2,-0.015567976050078869,37.6,0.875,2026-06-04,0
ACN,Accenture plc,Technology,Information Technology Services,Ireland,USD,114849623361.3855,-17.889357000000004,-9.759262,1.3154,-4.747175800000001,1.5965738,1.6,-10.578,0.03891,0.0414099999999999,-0.0184800049999999,-0.0256099999999998,-0.1782549699999999,0.083,0.04,0.021,-42.072,-0.2629999999999999,1.2,11101869344.0,9405595648.0,8347366912.0,115355729920.0,3.49,0.5098,6.52,1.64,1.63,1775692800.0,1.071,317.47641093074964,155.82000732421875,187.07000732421875,247.54884,1.82143,26.0,4.27,0.043899998,0.00072999997,0.85233,False,False,,,6370725.0,5273840.0,1.13,9.31,-5.55,,,-31.3,0.4176,70.3,6.41,,True,0.9434091395247108,,0.881,US,True,,,47.65077236441308,15.026954177897574,57.05977854568518,33.66145259977983,41.43049932523617,67.60471204188482,97.38988580750407,50.0,43.161094224924014,50.0,39.66985811215598,standard,675,986577287,False,4,NEUTRAL,0,NEDTREND,True,1,0.1428571428571428,LÅG,EJ AKTUELL,0.0,-0.030457690358161926,17.9,0.875,2026-06-04,0
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,United Kingdom,USD,20319388376.25,,-33.36884675,,1.19509555,2459.9746,2046.009,-26.562,-0.19982499499999995,-0.204485,-0.122930003,-146.94547750249998,-0.45206,-0.745,,,-56.9545,16.344250000000002,17.999,-1910743328.0,4291833088.0,107438000.0,16900035584.0,,0.0,,,,,1.143,32.792999267578125,10.704999923706055,28.25,39.04167,1.30769,12.0,5.27,0.0502,0.23391001,0.75885004,False,False,,0.5,5936928.0,7433400.0,0.7621819668853164,1.51,1.44,35.75,,-0.13853564385828254,0.41395570759154127,44.78022352305394,-0.012938368498964237,0.256056581259966,False,0.23055379327228512,,0.778,US,True,True,,4.475211331547095,70.34243399124715,33.21729215246308,54.93023732111313,77.59784075573549,12.172774869109947,8.809135399673735,50.0,39.209726443769,50.0,39.56384054293913,standard,676,209993550,False,4,NEUTRAL,0,VARNING,False,1,0.14285714285714285,LÅG,EJ AKTUELL,0.1,0.05961758643388748,92.3,0.75,2026-06-04,0
KPITTECH.NS,KPIT Technologies Limited,Technology,Software - Infrastructure,India,INR,210145805030.13617,-8.039927999999994,-6.614755000000002,,-1.2386033000000003,3.255586,3.171,-17.850000000000005,0.0,0.011050008,-0.022809994,-0.0297699999999999,-0.0710300199999999,0.12,-0.335,-0.334,8.620999999999997,-0.538,0.877,-9042356224.0,13899740160.0,8383869952.0,204709445632.0,1.07,0.35439998,8.25,,2.25,1770163200.0,-0.037,1424.2414281315198,624.9000244140625,771.9500122070312,838.2857,2.14286,21.0,,,0.47530997,0.29973,False,False,,,2269927.0,1981253.0,0.5103148983451936,1.7,1.51,-33.98,,-0.4579921655419319,0.329258349530717,65.5492668881943,0.0700112863952346,-0.2422749823711284,True,0.7733564165285004,,0.014,India,True,,,41.74125648208171,36.71593774454396,24.900176167119195,62.65919024735928,32.25371120107962,67.60471204188482,18.92332789559543,50.0,,50.0,39.471858381441784,standard,677,18353139,False,4,NEUTRAL,0,NEDTREND,True,2,0.2857142857142857,LÅG,EJ AKTUELL,0.0,-0.06214826926589012,4.3,0.875,2026-06-04,0
000270.KS,Kia Corporation,Consumer Cyclical,Auto Manufacturers,South Korea,KRW,65605140058400.0,,-7.073105050000001,0.42,,0.5673944,0.385,-11.968499999999999,-0.004899995000000004,0.006280000000000001,-0.04235999750000001,-0.0468174925,-0.16647500999999998,-0.015000000000000006,-0.34,-0.235,-31.2565,0.060499999999999776,0.93,1569717946368.0,23729899831296.0,2662490963968.0,44530237702144.0,4.03,0.3774,6800.0,3.0,6800.0,1774310400.0,0.992,203563.70609032846,84395.11595022625,168800.0,227833.33,1.36667,30.0,,,0.39367,0.33051997,False,False,,0.5,1457309.0,1534296.0,0.7636191120805653,7.58,-14.25,58.61,,-0.17077556091901058,0.49056983244857816,50.33557046979866,0.06424374890625928,0.28952573770148815,True,0.615273748996151,,0.024,Asia,True,True,,34.26617395117638,59.558299278323624,15.622822531694187,38.473132987354326,2.1592442645074224,67.60471204188482,87.43882544861337,50.0,,50.0,39.38715301240032,standard,678,189062090,False,5,NEUTRAL,0,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.2,0.041286956518888474,88.0,0.625,2026-06-04,0
006400.KS,"Samsung SDI Co., Ltd.",Industrials,Electrical Equipment & Parts,South Korea,KRW,46506991678000.0,,17.94775,12.2945,,3.46646,4.368,104.4185,-0.155985012,-0.060535001000000005,-0.16141999499999998,-0.21222000500000002,-0.22297499999999998,0.065,,,16.544499999999996,-0.5555000000000001,0.418,-1495047403520.0,1839690940416.0,11833014484992.0,59698267029504.0,0.36,0.0,977.13,0.25,977.12604,1735257600.0,1.621,723000.0,165900.0,602000.0,741758.06,1.96774,31.0,,,0.22959,0.30695,False,False,,0.5,846891.0,915368.0,1.1947908409415855,-15.45,29.18,114.23,,-0.16735822959889346,0.634596222158781,45.659163987138264,0.07544169926934274,0.6709689954756155,False,0.2247144081610091,,0.496,Asia,True,True,19.43575954814857,10.406213282346462,85.8342752804104,41.19911053426606,28.407690979172607,3.508771929824561,67.60471204188482,25.61174551386623,50.0,,50.0,39.22952549455112,standard,679,402267621,False,3,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,EJ AKTUELL,-0.0,-0.010024044662714005,47.4,0.625,2026-06-04,0
CINT.ST,Cint Group AB (publ),Technology,Software - Application,Sweden,SEK,2049003993.8767505,,42.273900499999996,,3.7803827250000004,13.795685,13.722,129.701,-0.7048000025,-0.10954,-1.2519600000000002,-0.08960000899999998,0.44931,-0.187,,,-9.339999999999996,-0.4364999999999999,1.273,-817065796.0,61880000.0,51711000.0,2038044672.0,,0.0,,,,,1.413,8.989999771118164,2.1519999504089355,5.769999980926514,5.534347,,2.0,,,0.34001,0.34019002,False,False,,0.5,2618100.0,1416754.0,0.4855733090618461,0.87,58.78,91.57,,-0.35817573661530266,0.8445650202944364,50.49503688403659,0.17228768223946944,0.30354826690646375,False,0.40687374233698737,,0.516,Nordic,True,True,1.8546238533614237,25.089092464616947,83.65214619018637,22.216019915819732,13.77586461224873,96.62618083670715,12.172774869109947,1.1419249592169658,50.0,,50.0,39.214489307851764,standard,680,776594,False,2,SVAG,-8,UPPTREND,False,1,0.14285714285714285,LÅG,EJ AKTUELL,-0.1,0.025559162721037865,83.8,0.75,2026-06-04,0
RTX,RTX Corporation,Industrials,Aerospace & Defense,United States,USD,241945149606.182,0.4212309999999988,1.4603100000000016,2.4726,-4.782048100000001,2.677184,3.052,-1.5649999999999975,-0.09301,-0.0297099969999999,-0.0442499999999999,-0.0319799899999999,-0.2963849999999999,0.087,0.325,0.341,-10.311999999999996,-0.575,0.646,6170931488.0,6817999872.0,38934999040.0,275816153088.0,1.54,0.5103,2.77,2.13,0.73,1779408000.0,0.301,213.6102078060541,132.26207389640462,179.66000366210938,215.27182,1.91304,22.0,2.37,0.0107,0.00084,0.81581,False,False,,,5604071.0,5871250.0,0.82,0.66,-15.19,,,-17.45,0.2493,44.3,-5.36,,True,0.8991201857824029,,1.0,US,True,,,20.636118791165067,9.164420485175203,76.32046742572365,59.11065232523976,29.959514170040485,67.60471204188482,74.71451876019576,50.0,91.03343465045593,50.0,39.20910611517654,standard,681,1054828797,False,4,NEUTRAL,0,VARNING,False,4,0.5714285714285714,MEDEL,EJ AKTUELL,0.0,0.006276808679103851,72.9,0.875,2026-06-04,0
