ticker,name,sector,industry,country,currency,market_cap,pe_trailing,pe_forward,peg_ratio,price_to_book,price_to_sales,ev_to_revenue,ev_to_ebitda,roe,roa,profit_margin,operating_margin,gross_margin,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,free_cash_flow,total_cash,total_debt,enterprise_value,dividend_yield,payout_ratio,dividend_rate,div_yield_5y_avg,last_dividend_value,ex_dividend_date,beta,52_week_high,52_week_low,current_price,target_mean_price,recommendation_mean,number_of_analysts,short_ratio,short_pct_float,insider_pct,institution_pct,insider_cluster,insider_executive_buy,earnings_revision_rate,options_flow_signal,avg_volume,avg_volume_10d,volume_ratio,return_1m,return_3m,return_6m,return_12m,pct_from_52w_high,volatility,rsi_14,price_vs_ma50,price_vs_ma200,macd_above_signal,bb_position,insider_recent_date,earnings_surprise,exchange_group,_sector_neutralized,score_value,score_quality,score_momentum,score_growth,score_risk,score_size,score_dividend,score_fcf_yield,score_sentiment,score_short_interest,score_options_flow,score_total,company_type,rank,est_daily_turnover_usd,low_liquidity,piotroski_f,piotroski_label,piotroski_boost,trend_signal,trend_capped,factors_positive,confidence_pct,confidence_label,entry_signal,score_delta_4w,predicted_return,ml_rank,_fundamentals_neutralized,data_quality,data_anomaly,data_fetched_date,data_stale_days
O39.SI,Oversea-Chinese Banking Corporation Limited,Financial Services,Banks - Regional,Singapore,SGD,107481543453.83661,0.49090900000000026,0.0,3.6538,0.0,7.6130857,5.539,,,,0.04012001999999998,0.04230502000000002,0.0,-0.011999999999999997,,0.048,,,,,75255996416.0,44814000128.0,78196449280.0,3.51,0.4967,0.84,4.75,0.58,1776902400.0,0.189,24.68000030517578,15.02501440123816,23.940000534057617,22.94312,2.1875,16.0,,,0.28120002,0.18681999,False,False,,0.5,6689560.0,7459333.0,0.98,,,,,,0.1722,49.6,,,True,0.7726223784328964,,0.836,Singapore,True,,59.69982078853047,,47.28418661097612,95.20819899919172,43.08724832214765,67.34028683181225,,50.0,,50.0,61.0383463536009,standard,29,138783142,False,1,SVAG,-8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,-8.2,0.07578513771295547,88.8,True,0.625,EXTREME_EARNINGS_GROWTH;SUSPICIOUS_FWD_PE;,2026-06-09,0
OEM-B.ST,OEM International AB (publ),Industrials,Industrial Distribution,Sweden,SEK,17806665077.532593,8.313756249999999,6.285461000000003,,2.7893342999999997,4.1137385,4.036,6.510000000000001,0.05632998999999997,0.06862500900000001,0.030030003999999992,0.008480020000000046,-0.08343,0.008999999999999994,0.14600000000000002,0.216,-53.90875,1.758,2.026,-586062496.0,607000000.0,188000000.0,21862483968.0,1.09,0.38889998,1.75,1.56,1.75,1776816000.0,0.995,164.8000030517578,113.05817461569153,160.60000610351562,154.0,1.0,2.0,,,0.18971,0.564,False,False,,0.5,80412.0,124048.0,1.65,9.07,33.93,,,0.0,0.3499,68.9,12.83,,True,0.9111781764916798,,0.364,Nordic,True,36.38999298573766,61.870236516029635,93.3854907539118,44.32048875859493,57.56191367053541,78.9261744966443,67.34028683181225,27.495908346972175,50.0,,50.0,60.99713858334101,standard,30,2105422,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,3.9,0.0013988417340442538,58.9,True,0.875,,2026-06-09,0
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",Financial Services,Financial Data & Stock Exchanges,Brazil,BRL,77217133105.8656,7.5382394999999995,3.854619500000001,1.21,2.543367775,7.3165984,7.375,6.041,0.0890462575,0.060785001499999894,0.24821999700000003,0.30863002500000014,0.647965,0.14200000000000002,0.254,0.335,-3.7590000000000003,0.2715000000000002,1.859,1052375168.0,14980616192.0,15579192320.0,77836763136.0,3.93,0.66120005,0.61,3.01,0.07434,1775001600.0,0.145,20.329999923706055,11.671482586327329,15.40999984741211,20.03571,2.0,14.0,,,0.0,0.88021004,False,False,,0.5,36581496.0,33518530.0,0.9,-12.51,-10.78,,,-22.43,0.3944,44.3,-13.0,,False,-0.0028978364960614428,,0.655,LatAm,True,65.45460552398572,90.1702094823759,10.38406827880512,66.17735843712482,64.8772012486171,51.006711409395976,67.34028683181225,68.08510638297872,50.0,,50.0,60.79909522491036,standard,33,99824230,False,7,STARK,8,VARNING,False,5,0.7142857142857143,HÖG,VÄNTA,12.4,-0.018958190456032753,17.9,True,0.875,,2026-06-09,0
GOOGL,Alphabet Inc.,Communication Services,Internet Content & Information,United States,USD,2160815517382.2163,3.1268074999999946,7.453721,1.451,3.801406875000001,10.637208,10.495,13.460749999999999,0.18013747650000003,0.08282500100000001,0.25445499250000003,0.17841751499999997,0.12107251500000003,0.157,0.7194999999999999,0.812,-55.245999999999995,0.6811250000000002,1.707,26817413952.0,126839996416.0,95875997696.0,4434145312768.0,0.24,0.0641,0.88,,0.21,1780876800.0,1.237,408.6099853515625,161.63563852290417,368.5299987792969,431.19302,1.44444,53.0,3.02,0.014099999,0.01175,0.80747,False,False,,0.48,28843477.0,33104990.0,0.46,-6.42,17.82,,,-9.67,0.2988,32.3,1.61,,False,0.16197663177644664,,1.0,US,True,50.15405963139543,85.03930889347335,47.40398293029872,85.21418396891953,51.628070623263945,15.033557046979865,67.34028683181225,55.810147299509005,50.0,85.1963746223565,48.0,60.75554590470625,standard,34,12200181924,False,5,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,6.4,0.02229124680161476,75.0,True,0.875,,2026-06-09,0
PSA,Public Storage,Real Estate,REIT - Industrial,United States,USD,54363005954.90454,-2.3777640000000044,3.580698,4.5093,6.77900616,11.159437,14.104,-2.5722500000000026,0.09544500150000002,0.0358199995,0.12945999750000003,0.08159752500000003,0.26507246500000003,-0.024999999999999994,0.0925,0.291,17.511000000000006,-0.5153749999999999,0.091,1232995904.0,134608992.0,10032266240.0,68706045952.0,3.87,1.2397,12.0,3.45,3.0,1781481600.0,0.963,313.510009765625,253.95497479415107,309.67999267578125,318.5625,2.42105,16.0,6.92,0.0513,0.101739995,0.87203,False,False,,0.468,1086515.0,833150.0,0.69,3.26,8.36,,,0.0,0.2523,73.0,7.17,,True,0.7652470166022108,,0.863,US,True,,79.13309479052809,80.44096728307254,57.18789003531023,53.201175195604144,57.852348993288594,29.335071707953063,73.48608837970541,50.0,39.274924471299094,46.800000000000004,60.734927230653504,standard,36,258009886,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,8.1,-0.010467764921486378,34.4,True,0.875,,2026-06-09,0
005930.KS,"Samsung Electronics Co., Ltd.",Technology,Consumer Electronics,South Korea,KRW,1896419136087000.0,,-13.39534455,0.1882,,5.563181,5.313,-4.736000000000001,0.06409749750000002,0.0509999998,0.096602503,0.29262749250000003,0.10591503000000002,0.5579999999999999,4.7090000000000005,4.867,-0.3825000000000003,0.7695000000000002,1.959,67558971344896.0,147378078220288.0,28138794909696.0,2063284840693760.0,0.45,0.1344,1488.0,2.24,372.0,1774828800.0,1.487,370000.0,55913.820633468094,329000.0,408343.75,1.37838,37.0,,,0.0967,0.48603,False,False,,0.5,29393020.0,33556130.0,1.14,8.84,57.34,,,-18.03,0.7193,56.4,20.3,,True,0.7608737325366344,,0.838,Asia,True,,78.4004329276489,50.85348506401137,89.74686054227304,31.82951217909431,0.1342281879194631,67.34028683181225,86.08837970540098,50.0,,50.0,60.512845390613236,standard,37,8059175742,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,11.0,0.21039597690105438,96.8,True,0.625,SUSPICIOUS_FWD_PE;,2026-06-09,0
2881.TW,"Fubon Financial Holding Co., Ltd.",Financial Services,Insurance - Life,Taiwan,TWD,1612555184790.0,3.4263329999999996,2.029243749999999,1.36,0.2504946000000001,1.5408765,1.132,-5.840999999999999,0.07092999749999998,0.012469999800000003,-0.08679000199999998,0.31172252750000007,0.12411499999999998,7.827,,,57.5445,-0.5340000000000001,1.007,1155170764800.0,1336526110720.0,836762796032.0,1184689291264.0,3.51,0.4954,4.15,3.8,4.146341,1751328000.0,0.68,119.0,77.5903690252046,118.0,105.975,2.0,10.0,,,0.40671003,0.24134001,False,False,,0.5,33497465.0,79163384.0,1.0,,,,,,0.2314,87.1,,,True,0.9497799213976121,,1.0,Asia,True,,63.599416186841765,,97.1976437386692,52.34361073240827,17.04697986577181,67.34028683181225,99.01800327332242,50.0,,50.0,60.47001583479289,standard,38,295553977,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,9.9,0.03605310618877411,80.0,True,0.875,EXTREME_EARNINGS_GROWTH;,2026-06-09,0
5802.T,"Sumitomo Electric Industries, Ltd.",Consumer Cyclical,Auto Parts,Japan,JPY,10146757573750.0,2.992495500000002,35.13853100000001,0.53,1.60573305,1.9856004,2.079,2.8469999999999995,0.04071500750000008,0.005750001499999897,0.018554997499999996,0.04315499500000003,-0.06362999500000001,0.077,1.286,1.401,-20.538499999999992,0.09399999999999986,0.876,121387851776.0,236981993472.0,620541968384.0,10621882990592.0,0.3,0.325,39.0,2.83,20.0,1790640000.0,0.892,14850.0,2725.0047584030117,13010.0,14288.0,1.8,10.0,,,0.04488,0.46379003,False,False,,0.5,7857241.0,6484800.0,1.08,,,,,,0.7401,62.7,,,True,0.7432194713063908,,1.0,Japan,True,68.72436998708969,56.94240020525219,,85.28670597820204,37.55240725634737,8.187919463087248,67.34028683181225,65.30278232405891,50.0,,50.0,60.2231904062955,standard,40,526282225,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,7.1,0.06600835174322128,86.9,True,0.875,,2026-06-09,0
GOOG,Alphabet Inc.,Communication Services,Internet Content & Information,United States,USD,2010150937297.3108,2.979571499999995,7.262171,1.4539,3.7313048750000006,10.557256,10.416,13.25275,0.18013747650000003,0.08282500100000001,0.25445499250000003,0.17841751499999997,0.12107251500000003,0.157,0.7194999999999999,0.812,-55.245999999999995,0.6811250000000002,1.707,26817413952.0,126839996416.0,95875997696.0,4400584065024.0,0.24,0.0641,0.88,,0.21,1780876800.0,1.237,404.4700012207031,162.9629622490351,365.760009765625,407.21713,1.43077,14.0,2.39,,0.06643,0.61096,False,False,,0.484,19781560.0,24524590.0,0.4,-6.67,17.04,,,-9.54,0.2932,31.5,1.63,,False,0.17338132460018243,,1.0,US,True,50.56952760468023,85.03930889347335,47.012802275960176,85.21418396891953,52.388697021474236,15.570469798657719,67.34028683181225,56.137479541734855,50.0,,48.4,60.13138929981821,standard,41,8970114278,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,6.3,0.024978866800665855,76.1,True,0.875,,2026-06-09,0
LIN,Linde plc,Basic Materials,Specialty Chemicals,United Kingdom,USD,234826195927.05597,4.818868,6.312621,2.3645,1.1626201750000003,6.776113,7.469,1.9847499999999996,0.027114998500000015,0.017299999500000003,0.09185500750000002,0.13265252800000002,0.005052515000000018,-0.0059999999999999915,-0.283,0.11,10.633500000000005,-1.095875,0.624,3590163776.0,3959000064.0,26317000704.0,258838298624.0,1.26,0.4045,6.4,1.3,1.6,1780531200.0,0.732,519.6368100855901,385.26352644301903,507.8999938964844,545.04,1.62963,25.0,3.56,0.0153,0.0025099998,0.89345,False,False,,0.553,2277444.0,2339890.0,0.54,2.0,6.84,,,-0.59,0.1894,56.6,2.21,,False,0.6121834490061175,,0.839,US,True,72.92184688576918,67.03603379476158,50.9601706970128,43.35523628236358,59.3802922946126,30.06711409395973,67.34028683181225,68.90343698854338,50.0,82.77945619335347,55.300000000000004,60.10026353715792,standard,42,1188430117,False,4,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,1.1,-0.03144272789359093,9.3,True,0.875,,2026-06-09,0
AVGO,Broadcom Inc.,Technology,Semiconductors,United States,USD,1826303610630.9382,25.76219274999999,-4.825041000000001,0.8815,12.8831571,24.200672,24.864,22.407749999999997,0.1900349865,0.050260004000000004,0.2777349975,0.352757505,0.280232515,0.345,0.642,0.875,26.04950000000001,0.465625,1.615,26107913024.0,19627999232.0,64907001856.0,1876339326976.0,0.67,0.41259998,2.6,1.87,0.65,1782086400.0,1.433,495.0,239.17210028429176,385.7300109863281,512.7291,1.33333,45.0,2.7,0.0115,0.01949,0.80285,False,False,,0.455,24438841.0,26428190.0,0.54,-10.59,12.38,,,-20.45,0.4868,42.9,-4.66,,False,0.027379599051316462,,0.857,US,True,55.65685008793241,89.6588164289172,37.83783783783783,82.87365975577649,43.09625669817883,16.241610738255034,67.34028683181225,69.39443535188215,50.0,89.57703927492447,45.5,60.082258968099694,standard,43,10194146019,False,7,STARK,8,VARNING,False,3,0.42857142857142855,LÅG,VÄNTA,16.2,0.0038790313992649317,62.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,73898334911.80615,2.5801544999999955,7.384140500000003,2.7976,6.269138275000001,3.108098,3.133,3.601249999999998,0.2054549915,0.04905999999999999,0.011939990000000001,0.02594251000000003,-0.15520745499999997,0.134,0.259,0.356,-2.318499999999986,0.09812499999999996,0.884,943247424.0,4130980096.0,4723149824.0,74490503168.0,0.77,0.2318,1.78,1.03,0.445,1780963200.0,0.866,237.41000366210938,123.61247221578536,230.3699951171875,256.17648,1.57895,17.0,3.27,0.0271,0.021470001,0.94615,False,False,,0.155,2747369.0,4136670.0,0.34,5.78,6.84,,,-3.35,0.266,62.1,1.5,,True,0.7087531050204088,,0.946,US,True,69.00255156499375,63.130411782721275,45.554765291607396,75.70938176372506,59.17998438866513,52.214765100671144,67.34028683181225,67.43044189852701,50.0,64.04833836858006,15.5,60.07171581307617,standard,44,952964648,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,4.6,-0.038410358130931854,7.7,True,0.875,,2026-06-09,0
BESI.AS,BE Semiconductor Industries N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,EUR,21498870182.111816,110.59877174999998,24.845670000000002,2.3373,41.541098534999996,34.0137,33.88,84.02887500000001,0.155705009,0.0430349995,0.149827505,0.21444499000000003,0.258794985,0.14899999999999997,0.42300000000000004,0.637,71.94800000000001,3.1635,4.008,-436218256.0,611438016.0,519112992.0,21414064128.0,0.58,1.1414,1.58,2.74,1.58,1777248000.0,1.365,292.8999938964844,104.73968512608042,271.3999938964844,252.54546,2.08696,22.0,,,0.108909994,0.6346,False,False,,0.5,493505.0,392785.0,1.3,14.93,65.47,,,-0.45,0.5513,62.3,17.53,,False,0.48804455187186163,,0.481,Europe,True,24.991918349920198,84.48573069151966,71.76386913229018,63.18146078651766,41.350660320356994,75.97315436241611,29.335071707953063,32.242225859247135,50.0,,50.0,60.05628821955343,standard,45,123139477,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,10.5,0.06565501540899277,86.7,True,0.875,,2026-06-09,0
ENVA,"Enova International, Inc.",Financial Services,Credit Services,United States,USD,4201068324.982422,-6.518041500000006,-6.618726,,-1.6704597750000003,2.658549,5.667,,0.07659750650000002,0.025780002000000003,-0.0485575075,-0.10329747999999997,0.34560251500000005,0.197,0.15099999999999997,0.249,281.8755,20.896124999999998,21.561,,110445000.0,4864254976.0,8954877952.0,,0.0,,,,,1.298,176.67999267578125,92.75,168.82000732421875,202.0,1.28571,7.0,7.62,0.09770001,0.04581,0.97033,False,False,,0.221,222076.0,175080.0,0.85,4.35,26.39,,,0.0,0.4051,67.2,9.77,,True,0.7856875361311172,,0.942,US,True,,57.36414481296633,91.60739687055477,73.47021616792901,41.26890940846878,93.8255033557047,12.190352020860495,,50.0,21.45015105740181,22.1,60.007334485459474,standard,46,29557007,False,5,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,7.7,-0.027186745777726173,12.1,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,USD,80020018042.5,0.31244649999999297,0.7869760000000019,2.1933,-1.954729275,7.6684256,9.605,3.49375,-0.0362124935,-0.006069999999999999,0.12150252249999999,0.20371254000000005,0.5173925149999999,0.143,0.662,0.773,5.856500000000011,-0.8068750000000002,0.026,2638788928.0,863000000.0,20984999936.0,100226015232.0,1.47,0.28530002,2.08,1.23,0.52,1781481600.0,0.922,187.65452364927137,136.6699981689453,141.5,199.53333,1.5,15.0,2.67,0.0164,0.0081400005,0.96251,False,False,,0.428,3473503.0,5058100.0,0.3,-10.52,-9.77,,,-19.09,0.2611,26.5,-9.0,,False,0.11649668587506223,,0.877,US,True,79.29211861219261,67.90643856010917,12.588904694167852,79.54850052920148,54.13606548553254,50.06711409395973,67.34028683181225,81.99672667757774,50.0,80.81570996978851,42.8,59.9762930407377,standard,47,715721150,False,7,STARK,8,VARNING,False,4,0.5714285714285714,MEDEL,VÄNTA,8.5,-0.043519988656044006,4.9,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,United States,USD,177537058933.49893,1.6721134999999983,8.3922985,3.4606,12.000391275,2.882844,3.022,2.958250000000001,0.42813501150000005,0.06616998999999998,0.008559995000000004,0.009882510000000025,-0.169087505,0.020000000000000004,0.178,0.286,59.0775,-0.30387499999999995,0.489,3209914176.0,5580000256.0,14179999744.0,186137051136.0,1.19,0.3307,1.92,1.33,0.48,1778716800.0,0.619,165.27866452317122,118.3926794663703,160.7100067138672,177.63158,1.38095,19.0,2.95,0.0128,0.00168,0.93972,False,False,,0.36,5043538.0,6694180.0,0.34,10.02,3.77,,,-0.71,0.2022,70.7,4.32,,True,0.875207739092816,,0.985,US,True,73.82948226611501,63.26372721336918,46.37268847795164,66.83345774459622,58.709969453216715,34.36241610738255,67.34028683181225,72.99509001636662,50.0,87.16012084592145,36.0,59.88719538000001,standard,49,1075821713,False,5,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,2.1,-0.01752113364636898,19.3,True,0.875,,2026-06-09,0
SECT-B.ST,Sectra AB (publ),Healthcare,Medical Devices,Sweden,SEK,52612260497.0,76.74653475,70.22542700000001,,25.552892899999996,15.505778,15.03,54.959999999999994,0.13664,0.042970005000000006,0.051209999,-0.003242489999999945,-0.06918002000000001,0.048,0.09000000000000001,0.2,-39.63575000000001,-0.5492499999999999,1.145,-171485120.0,1810310016.0,76484000.0,54717747200.0,0.38,0.3754,1.1,0.53,2.1,1757462400.0,0.88,374.97630901630845,173.3000030517578,293.0,330.0,1.66667,3.0,,,0.27826,0.55094004,False,False,,0.5,212457.0,153901.0,0.54,16.64,43.74,,,0.0,0.3914,74.0,16.78,,True,0.8928374108774789,,0.838,Nordic,True,34.451870978235455,64.53351724001662,94.80796586059743,60.19379928363067,35.65064644637557,58.65771812080537,67.34028683181225,44.02618657937807,50.0,,50.0,59.802377630175336,standard,50,4765548,False,4,NEUTRAL,0,UPPTREND,False,4,0.5714285714285714,MEDEL,VÄNTA,5.7,0.021577926352620125,74.4,True,0.875,,2026-06-09,0
FTNT,"Fortinet, Inc.",Technology,Software - Infrastructure,United States,USD,105999563843.80292,17.764962749999995,17.386588,3.2641,99.33178009999999,14.909567,14.526,21.410749999999997,1.1411450065,0.06493001000000001,0.16416499750000002,0.175697505,0.32043251500000003,0.067,0.07399999999999998,0.233,9.34150000000001,-0.619375,1.034,708713920.0,3294899968.0,567200000.0,103271866368.0,,0.0,,,,,1.109,150.07000732421875,70.12000274658203,144.67999267578125,107.86111,2.72093,36.0,3.28,0.0324,0.17386,0.72477996,False,False,,0.388,6169761.0,6596610.0,0.64,17.44,62.4,,,-9.42,0.4706,57.3,28.92,,True,0.7917901349971177,,1.0,US,True,47.20791696739892,89.18995647372182,56.827880512091035,68.32213746381277,38.457731935125096,43.48993288590604,12.190352020860495,56.79214402618658,50.0,55.58912386706949,38.800000000000004,59.560857484390404,standard,51,954397486,False,8,STARK,8,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,16.9,-0.0016679177060723305,53.6,True,0.875,,2026-06-09,0
CACC,Credit Acceptance Corporation,Financial Services,Credit Services,United States,USD,5697705504.245544,-6.687539000000005,-5.309325,1.77,-0.9218573750000001,4.4663367,9.47,,0.1064375065,0.02334,0.10020249250000002,0.15776254,0.4614225150000001,0.066,0.297,0.278,358.1315,2.0541249999999995,3.634,,25700000.0,6408600064.0,12080605184.0,,0.0,,,,,1.388,579.7999877929688,401.8999938964844,544.7100219726562,536.6667,3.0,3.0,6.53,0.2875,0.56244,0.69368,False,False,,0.724,169446.0,129520.0,0.8,8.14,12.87,,,-1.65,0.4041,57.1,9.46,,False,0.4629883269955427,,0.708,US,True,,81.94640435939372,54.12517780938833,64.17203111815265,36.3214028410013,91.81208053691276,12.190352020860495,,50.0,12.41691842900302,72.39999999999999,59.47745003752354,standard,52,70550842,False,6,NEUTRAL,0,UPPTREND,False,2,0.2857142857142857,LÅG,VÄNTA,7.3,-0.018252471461892128,18.3,True,0.875,SUSPICIOUS_FWD_PE;,2026-06-09,0
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,USD,379273171353.4241,19.126834749999993,13.340745000000002,1.7659,27.834170100000005,17.492662,17.446,25.876749999999998,0.4848450065,0.15685000000000002,0.19864497750000004,0.213307485,0.017182515000000047,0.10399999999999998,0.19599999999999998,0.372,-12.686499999999995,0.763625,1.695,3248005440.0,4750936064.0,3734479104.0,378256719872.0,0.34,0.1909,1.04,0.99,0.26,1781654400.0,1.868,346.19000244140625,85.2354824227276,303.2799987792969,316.1875,1.52778,32.0,3.46,0.0294,0.0027599998,0.88134,False,False,,0.414,9726787.0,8873180.0,0.86,7.83,45.85,,,-7.12,0.6021,65.4,15.05,,True,0.4635710905775309,,0.931,US,True,49.140397068241654,85.06422169272585,57.681365576102415,73.42456679313521,31.22563300739495,25.503355704697988,67.34028683181225,60.883797054009825,50.0,61.329305135951664,41.4,59.46839476414423,standard,53,2691058020,False,6,NEUTRAL,0,UPPTREND,False,3,0.42857142857142855,LÅG,VÄNTA,10.1,0.07048235088586807,87.9,True,0.875,,2026-06-09,0
